Name,Region,Address,Contact,Curriculum
Carmel High School,West bengal,"Carmel High School,Hawk Wood Giddha Pahar, Kurseong, Darjeeling, West Bengal - 734203 ",[''],ICSE
St. Joseph's College,West bengal,"St. Joseph's College,( School Department ) North Point P. O, Darjeeling, West Bengal - 734104 ",['0354-2270205'],ICSE
Loreto Convent School,West bengal,"Loreto Convent School,Darjeeling, West Bengal - 734101 ",['0354-2255016'],ICSE
St. Joseph's Convent,West bengal,"St. Joseph's Convent,P. O., Kalimpong, Darjeeling, West Bengal - 734301 ",['03552-260098'],ICSE
Daisies School,West bengal,"Daisies School,"" Kanchanjunga "" 9 A J. N. Pradhan Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2344428'],ICSE
Dow Hill School,West bengal,"Dow Hill School,P. O. Dow Hill, Kurseong, Darjeeling, West Bengal - 734204 ",['0354-2332253'],ICSE
DR. Graham's Homes,West bengal,"DR. Graham's Homes,Kalimpong, Darjeeling, West Bengal - 734301 ","['03552-274632', '03552-274769']",ICSE
Lewis English School,West bengal,"Lewis English School,Ward #3 P. O. Mirik, Kurseong, Darjeeling, West Bengal - 734214 ",['0354-2248277'],ICSE
Hebron English School,West bengal,"Hebron English School,Naxalbari Road, Bagdora, Darjeeling, West Bengal - 734422 ","['0353-2550046', '0353-2550751']",ICSE
Modern English School,West bengal,"Modern English School,59/14 A J. M. Goenka Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2344065'],ICSE
Grace English School,West bengal,"Grace English School,Kagay Road P. O. Pedong, Kalimpong, Darjeeling, West Bengal - 734311 ",['03552-281367'],ICSE
Greenhill English School,West bengal,"Greenhill English School,Garage Lane Sonada, Darjeeling, West Bengal - 734219 ",['0354-2466009'],ICSE
Sunrise English Medium School,West bengal,"Sunrise English Medium School,Babubasha Devidanga Champasari Darjeeling, Darjeeling, West Bengal - 734003 ",['03532577482'],ICSE
Father Leblond School,West bengal,"Father Leblond School,Bhimbar P. O. Madati, Darjeeling, West Bengal - 734426 ","['0353-2005550', '0353-6528781']",ICSE
Little Flower School,West bengal,"Little Flower School,M. V. Road P. O. Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2344450', '0354-2344187']",ICSE
Glenhill Public School,West bengal,"Glenhill Public School,Mountain Home Dow Hill Road P. O. Box #15117, Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2332387', '0354-2332389']",ICSE
Glenmore International School,West bengal,"Glenmore International School,P. O. Mirik, Darjeeling, West Bengal - 734214 ",['000000000'],ICSE
Goethals Memorial School,West bengal,"Goethals Memorial School,P. O., Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2331020', '09732035255']",ICSE
Good Shepherd School,West bengal,"Good Shepherd School,Bagdogra P. O, Darjeeling, West Bengal - 734014 ",['0353-2551049'],ICSE
Green Lawns School,West bengal,"Green Lawns School,1 Acharya Jagdish Chandra Bose Road, Darjeeling, West Bengal - 734101 ",['0354-2256464'],ICSE
Green Lawn School,West bengal,"Green Lawn School,P. O. Soureni, Soureni Bazar, Darjeeling, West Bengal - 734214 ",['0354-2449254'],ICSE
Gyanoday Niketan,West bengal,"Gyanoday Niketan,Shyam Cottage P. O. Rose Bank, Darjeeling, West Bengal - 734101 ","['0354-2256240', '0354-2258311']",ICSE
Saptashri Gyanpeeth,West bengal,"Saptashri Gyanpeeth,Taxari Road, Kalimpong, Darjeeling, West Bengal - 734301 ","['0354-2255976', '0354-2258482']",ICSE
Sacred Heart School,West bengal,"Sacred Heart School,Panchanand Sarani Road P. O. New Rangia, Siliguri, Darjeeling, West Bengal - 734013 ",['1997'],ICSE
St. Helen's Secondary School,West bengal,"St. Helen's Secondary School,Hill Cart Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2344521'],ICSE
Mount Hermon School,West bengal,"Mount Hermon School,Darjeeling, West Bengal - 734104 ","['09333982819', '0354-2270245']",ICSE
St. Joseph's High School,West bengal,"St. Joseph's High School,P. O., Matigara, Darjeeling, West Bengal - 734428 ",['0353-2582753'],ICSE
Mahbert High School,West bengal,"Mahbert High School,Hill Cart Road Dagapur P. O. Pradhan Nagar, Siliguri, Darjeeling, West Bengal - 734403 ","['0353-2574799', '0353-2574004']",ICSE
Lincolns High School,West bengal,"Lincolns High School,Milan Palli P. O. Bazar, Siliguri, Darjeeling, West Bengal - 734005 ","['0353-2561599', '0350-2577104']",ICSE
Sunshine High School,West bengal,"Sunshine High School,Naya Bazar, Kurseong, Darjeeling, West Bengal - 734203 ",[''],ICSE
Orange Lake School,West bengal,"Orange Lake School,Thana Line Ward #3, Mirik, Darjeeling, West Bengal - 734214 ",['1975'],ICSE
Temple of Wisdom School,West bengal,"Temple of Wisdom School,P. O. Soureni Busty, Darjeeling, West Bengal - 734227 ",['0354-2449221'],ICSE
Paramount School,West bengal,"Paramount School,East Main Road P. O. & Ps, Kalimpong, Darjeeling, West Bengal - 734301 ",['+919832074908'],ICSE
St. Paul's School,West bengal,"St. Paul's School,P. O. Jalapahar, Darjeeling, West Bengal - 734103 ",['0354-2252334'],ICSE
West Point School,West bengal,"West Point School,18 Gandhi Road, Darjeeling, West Bengal - 734101 ","['0354-2272342', '0354-2272303']",ICSE
West Point School,West bengal,"West Point School,Tumbajote, Siliguri, Matigara, Darjeeling, West Bengal - 734010 ",['www.westpointschool.com/'],ICSE
Ruhiyyih School,West bengal,"Ruhiyyih School,Jorebunglow P. O. Ghoom, Darjeeling, West Bengal - 734102 ","['09002994797', '08768518184']",ICSE
St. Xavier's School,West bengal,"St. Xavier's School,P. O. Pedong, Darjeeling, West Bengal - 734311 ",['03552-281363'],ICSE
Vrindavan School,West bengal,"Vrindavan School,12th Mile Echhey, Kalimpong, Darjeeling, West Bengal - 734317 ","['03552-274470', '03552-274123']",ICSE
Sunrise School,West bengal,"Sunrise School,Harsinghatta P. O. Lebong, Darjeeling, West Bengal - 734105 ","['09233621176', '0354-2276579']",ICSE
Abbot Shishu Hall,West bengal,"Abbot Shishu Hall,Imambazar Road, Hooghly, West Bengal - 712103 ",['033-26802607'],ICSE
Auxilium Convent School,West bengal,"Auxilium Convent School,P. O, Bandel, Hooghly, West Bengal - 712103 ","['033-26312460', '033-26314460']",ICSE
Don Bosco School,West bengal,"Don Bosco School,P. O. & District, Bandel, Hooghly, West Bengal - 712103 ","['033-26312437', '09874333346']",ICSE
Dreamland School,West bengal,"Dreamland School,T. N. Mukherjee Road P. O., Makhla, Hooghly, West Bengal - 712245 ","['033-26634888', '033-26641987']",ICSE
Dunlop English Medium School,West bengal,"Dunlop English Medium School,Dunlop Estate P. O. Sahaganj, Hooghly, West Bengal - 712104 ","['033-64558097', '033-27118309']",ICSE
Gospel Home School,West bengal,"Gospel Home School,21a/1 Satya Charan Sastri Street, Rishra, Hooghly, West Bengal - 712248 ",['1976'],ICSE
H. S. Memorial School,West bengal,"H. S. Memorial School,Karma Complex Village Baksha Baksha P. S. Chanditala, Hooghly, West Bengal - 712304 ","['03212-223297', '03212-223201']",ICSE
Holy Cross School,West bengal,"Holy Cross School,Mondalai P. S., Pandua, Hooghly, West Bengal - 712146 ",['9333055592'],ICSE
Holy Home,West bengal,"Holy Home,24 27 28 & 28 B T. C. Goswami Street Serampore P. O, Serampore P.o., Hooghly, West Bengal - 712201 ",['033-26623133'],ICSE
Jogamaya Memorial Institute,West bengal,"Jogamaya Memorial Institute,2 No. Ratanpur, Singur, Hooghly, West Bengal - 712409 ","['033-26302379', '033-65449907']",ICSE
Julien Day School,West bengal,"Julien Day School,Kona Expressway Nibra, Hooghly, West Bengal - 711409 ","['033-26534058', '033-6050030']",ICSE
Methodist School,West bengal,"Methodist School,Coal Complex Township, Dankuni, Hooghly, West Bengal - 712310 ","['033-26593075', '033-26591212']",ICSE
Pearls of God,West bengal,"Pearls of God,5/4 Road Hind Motors, Debaipukur, Hooghly, West Bengal - 712233 ",['033-26946479'],ICSE
Shatavisha Public School,West bengal,"Shatavisha Public School,Brahmanpara, Haripal, Hooghly, West Bengal - 712405 ","['03212-243172', '033-26300558']",ICSE
St. Joseph's Convent,West bengal,"St. Joseph's Convent,Strand Road P. O. Chandan Nagar, Chandannagar, Hooghly, West Bengal - 712136 ","['033-26855030', '033-26855421']",ICSE
Stepping Stone School (high),West bengal,"Stepping Stone School (high),89/90/i Bangur Park, Rishra, Hooghly, West Bengal - 712248 ","['033-26726934', '033-26727167']",ICSE
Tribeni Tissues Vidyapith,West bengal,"Tribeni Tissues Vidyapith,Chandrahati P. O., Hooghly, West Bengal - 712504 ",['033-26846146'],ICSE
Vision International School,West bengal,"Vision International School,Vidyasagar Lane 56 T. N. Mukherjee Road Makhla Uttarpara, Hooghly, West Bengal - 712245 ",['2008'],ICSE
West Point Academy,West bengal,"West Point Academy,177 G. T. Road ( Mahesh ) P. O. Serampore, Hooghly, West Bengal - 712202 ",['033-26524142'],ICSE
Xavier's English School,West bengal,"Xavier's English School,8/b/17 G. T. Road ( West ) P. O. Konnagar, Hooghly, West Bengal ","['033-26741072', '033-26726171']",ICSE
Agrasain Balika Siksha Sadan,West bengal,"Agrasain Balika Siksha Sadan,1 Agrasain Street, Liluah, Howrah, West Bengal - 711204 ",['033-26549250'],ICSE
Augustine's Public School,West bengal,"Augustine's Public School,Aurobindo Road, Ramrajatola, Howrah, West Bengal - 711104 ","['033-26271838', '033-26271809']",ICSE
Bharat Academy & Sciences,West bengal,"Bharat Academy & Sciences,Off N. H. 6 Banitabla, Uluberia, Howrah, West Bengal - 711316 ",['+919831333144'],ICSE
Divine Mercy School,West bengal,"Divine Mercy School,Amta Road Rajapur Near 1 No. Pool Howrah, Howrah, West Bengal - 711405 ",['033-26705286'],ICSE
Don Bosco School,West bengal,"Don Bosco School,136 Girish Ghosh Road P. O. P. S. - Belur, Liluah, Howrath, Howrah, West Bengal - 711204 ",['www.donboscoliluah.org'],ICSE
Holy Family Convent School,West bengal,"Holy Family Convent School,55/4 Rabindra Sarani Liluah, Howrah, West Bengal - 711204 ",['26456224'],ICSE
Howrah St. John's High School,West bengal,"Howrah St. John's High School,12 Har Dutt Rai Chamaria Road, Howrah, West Bengal - 711101 ","['033-26662454', '033-26664279']",ICSE
Ideal Public School,West bengal,"Ideal Public School,Village & P. O. - Mohishrekha Kulgachia P. S. Uluberia, Na, Howrah, West Bengal - 711303 ",['033-32496106'],ICSE
Little Star High School,West bengal,"Little Star High School,154 G. T. Road, Bally, Howrah, West Bengal - 711201 ","['033-26483090', '033-26545847']",ICSE
Lyceum English Medium School,West bengal,"Lyceum English Medium School,1 Andul Road Bakultala P. O. D. S. Lane, Howrah, West Bengal - 711109 ","['033-26582871', '033-26580723']",ICSE
M.C. Kejriwal Vidyapeeth,West bengal,"M.C. Kejriwal Vidyapeeth,243 G. T. Road ( N ), Liluah, Howrah, West Bengal - 711204 ","['033-26543387', '033-26543326']",ICSE
Maria's Day School,West bengal,"Maria's Day School,11/6 G. T. Road ( S ) & 2 Gopal Gobinda Bose Lane, Howrah, West Bengal - 711101 ","['033-26375265', '033-65390676']",ICSE
Oxford High School,West bengal,"Oxford High School,Andul Road Haldarpara, Podrah, Howrah, West Bengal - 711109 ","['033-26442301', '033-32406176']",ICSE
Ratnakar North Point School,West bengal,"Ratnakar North Point School,98, R, Dr.Abani Dutta Road.HOWRAH, Howrah, West Bengal - 711101 ",['www.ratnakarschools.org/'],ICSE
Rose Bud School,West bengal,"Rose Bud School,268 Block-A G. T. Road, Liluah, Howrah, West Bengal - 711204 ","['033-26540618', '033-26553230']",ICSE
S.E. Rly. Mixed High School,West bengal,"S.E. Rly. Mixed High School,P. O. Jagacha, Santragachi, Howrah, West Bengal - 711311 ",['033-26582766'],ICSE
Sister Nivedita Institute,West bengal,"Sister Nivedita Institute,53 & 54 Sailo Kumar Mukherjee Road, Howrah, West Bengal - 711101 ",['033-26661859'],ICSE
South END Centre,West bengal,"South END Centre,181 Andul Road, Howrah, West Bengal - 711103 ","['033-26885156', '033-26685962']",ICSE
St. Agnes' Convent School,West bengal,"St. Agnes' Convent School,1 King's Road, Howrah, West Bengal - 711101 ","['033-26664224', '033-26665683']",ICSE
St. Aloysius Orphanage and Day School,West bengal,"St. Aloysius Orphanage and Day School,2 Mukhram Kanoria Road, Howrah, West Bengal - 711101 ","['033-26503655', '033-26602272']",ICSE
Lyceum English Medium School,West bengal,"Lyceum English Medium School,1 Andul Road Bakultala P. O. D. S. Lane, Howrah, West Bengal - 711109 ","['033-26582871', '033-26580723']",ICSE
St. Helen's School,West bengal,"St. Helen's School,14 Watkins Lane, Near AC MArket, Howrah, West Bengal - 711101 ",['1989'],ICSE
Little Star High School,West bengal,"Little Star High School,154 G. T. Road, Bally, Howrah, West Bengal - 711201 ","['033-26483090', '033-26545847']",ICSE
St. Thomas' High School,West bengal,"St. Thomas' High School,Chapaladebi Road, Dass Nagar, Howrah, West Bengal - 711105 ","['033-65401744', '033-26530334']",ICSE
Howrah St. John's High School,West bengal,"Howrah St. John's High School,12 Har Dutt Rai Chamaria Road, Howrah, West Bengal - 711101 ","['033-26662454', '033-26664279']",ICSE
Oxford High School,West bengal,"Oxford High School,Andul Road Haldarpara, Podrah, Howrah, West Bengal - 711109 ","['033-26442301', '033-32406176']",ICSE
Ideal Public School,West bengal,"Ideal Public School,Village & P. O. - Mohishrekha Kulgachia P. S. Uluberia, Na, Howrah, West Bengal - 711303 ",['033-32496106'],ICSE
Sister Nivedita Institute,West bengal,"Sister Nivedita Institute,53 & 54 Sailo Kumar Mukherjee Road, Howrah, West Bengal - 711101 ",['033-26661859'],ICSE
Ratnakar North Point School,West bengal,"Ratnakar North Point School,98, R, Dr.Abani Dutta Road.HOWRAH, Howrah, West Bengal - 711101 ",['www.ratnakarschools.org/'],ICSE
Sun Rise,West bengal,"Sun Rise,28/1 G. T. Road, Belur Math, Howrah, West Bengal - 711202 ","['033-26548409', '033-26546098']",ICSE
Auxilium Convent School,West bengal,"Auxilium Convent School,Sevoke Road, Post Box #48 Jyotinagar, Siliguri, Jalpaiguri, West Bengal ","['0353-2544792', '0353-2544791']",ICSE
B. D. Memorial English High School,West bengal,"B. D. Memorial English High School,P. O. New Market, Jaigaon, Jalpaiguri, West Bengal - 736182 ",['03566-263848'],ICSE
Boon English School,West bengal,"Boon English School,Netajipally P. O. Hamiltonganj, Jalpaiguri, West Bengal ","['03566-200200', '03566-240690']",ICSE
Don Bosco School,West bengal,"Don Bosco School,Sevoke Road, Siliguri, Jalpaiguri, West Bengal - 734001 ",['www.dbssiliguri.in/'],ICSE
Don Bosco School,West bengal,"Don Bosco School,Kranti Road, Oodlabari, Jalpaiguri, West Bengal - 735222 ","['03562-200047', '03562-200048']",ICSE
Himalayan English School,West bengal,"Himalayan English School,P. O. Sevoke Road Anchal Road, Siliguri, Jalpaiguri, West Bengal - 734001 ",['0353-2535222'],ICSE
Himalayan International Residential School,West bengal,"Himalayan International Residential School,P. O., Rajganj, Jalpaiguri, West Bengal ","['03561-254459', '03561-200289']",ICSE
Holy Child School,West bengal,"Holy Child School,Mohitnagar, Jalpaiguri, Jalpaiguri, West Bengal - 735101 ",['1973'],ICSE
Isabella School,West bengal,"Isabella School,4th Mile Sevoke Road P. O. Salugara, Siliguri, Jalpaiguri, West Bengal - 734008 ",['0353-2590114'],ICSE
Mount Carmel School,West bengal,"Mount Carmel School,Purba Magurmari, Dhupguri, Jalpaiguri, West Bengal - 735210 ","['03563250942', '04563250943']",ICSE
Nirmala Convent School,West bengal,"Nirmala Convent School,3rd Mile Sevoke Road, Salugara, Jalpaiguri, West Bengal - 734008 ",['0353-2590031'],ICSE
Raymond Mem. Higher Secondary School,West bengal,"Raymond Mem. Higher Secondary School,P. O., Falakata, Jalpaiguri, West Bengal - 735211 ",['03563-260239'],ICSE
Saint Paul's School,West bengal,"Saint Paul's School,P. O. Denguajhar Village Paharpur, Jalpaiguri, West Bengal - 735121 ",['1999'],ICSE
Sarwan Memorial School,West bengal,"Sarwan Memorial School,Banarhat, Jalpaiguri, West Bengal - 735202 ","['03563-200040', '09434118153']",ICSE
St. Anthony's Day School,West bengal,"St. Anthony's Day School,Devnagar, Jalpaiguri, West Bengal - 735101 ","['03561-276545', '03561-227932']",ICSE
St. James' High School,West bengal,"St. James' High School,P. O., Binnaguri, Jalpaiguri, West Bengal - 753203 ",['03563-259023'],ICSE
St. Johns' School,West bengal,"St. Johns' School,P. O. Jaigaon, Jalpaiguri, West Bengal - 736182 ",['03566-263570'],ICSE
St. Joseph's School,West bengal,"St. Joseph's School,Navagram P. O. Bhaktinagar, New Jalpaiguri, Jalpaiguri, West Bengal - 734007 ","['0353-2662824', '0353-2662825']",ICSE
St. Michael's School,West bengal,"St. Michael's School,Shantiniketan Complex Jyotinagar Sevak Road, Siliguri, Jalpaiguri, West Bengal - 734001 ","['0353-2548358', '0353-2548340']",ICSE
St. Xavier's School,West bengal,"St. Xavier's School,Jyoti Nagar 2nd Mile Sevoke Road, Siliguri, Jalpaiguri, West Bengal - 734001 ","['0353-2545018', '09434426863']",ICSE
Sunrise School,West bengal,"Sunrise School,Deokota Tol P. O. Jaigaon, Jalpaiguri, West Bengal - 736182 ",['03566-263309'],ICSE
Sunshine School,West bengal,"Sunshine School,Birpara, Jalpaiguri, West Bengal - 735204 ",['03563-267565'],ICSE
St. Xavier's School,West bengal,"St. Xavier's School,Jyoti Nagar 2nd Mile Sevoke Road, Siliguri, Jalpaiguri, West Bengal - 734001 ","['0353-2545018', '09434426863']",ICSE
Adamas International School,West bengal,"Adamas International School,58/4, Mm Feeder Road, P. O. Belgharia, Kolkata, West Bengal - 700056 ",['www.riceindia.org/adamas/'],ICSE
Aklavya Middle School,West bengal,"Aklavya Middle School,Fishing Harbour Road Thengaithittu Na-605 004, Puducherry, Kolkata, West Bengal ",['0413-2280567'],ICSE
Akshar,West bengal,"Akshar,35 Diamond Harbour Road Kolkata Na-700 027, Kolkata, West Bengal - 700027 ","['033-24492810', '033-24493851']",ICSE
Albany Hall Public School,West bengal,"Albany Hall Public School,47 Gorachand Road Kolkata Na-700 014, Kolkata, West Bengal - 700014 ",['033-22846680'],ICSE
Anglo Arabic Secondary School,West bengal,"Anglo Arabic Secondary School,46/7, Mahatma Gandhi Road Kolkata, Kolkata, West Bengal ","['033-23543189', '033-23504118']",ICSE
Armenian College and Philanthropic Academy,West bengal,"Armenian College and Philanthropic Academy,56 B Mirza Ghalib Street Kolkata Na-700 016, Kolkata, West Bengal ","['033-40109051', '033-22299051']",ICSE
Assembly of Christ School,West bengal,"Assembly of Christ School,29 Bunglow River Side Road Barrackpore Kolkata Na, Kolkata, West Bengal - 700120 ","['033-25928017', '033-25920257']",ICSE
Assembly of God Church School,West bengal,"Assembly of God Church School,125/1 Park Street Kolkata Na-700 017, Kolkata, West Bengal ","['033-22298288', '033-22294484']",ICSE
Assembly of God Church School,West bengal,"Assembly of God Church School,159/14 Netaji Subhash Chandra Bose Road Tollygunge Kolkata Na-700 040, Kolkata, West Bengal - 700017 ",['033-23770561'],ICSE
Auxilium Convent School,West bengal,"Auxilium Convent School,10 P. K. Guha Road Dum Dum Kolkata Na-700 028, Kolkata, West Bengal - 700028 ",['033-25904291'],ICSE
Calcutta Boys' School,West bengal,"Calcutta Boys' School,72 Surendra Nath Banerjee Road Kolkata Na-700 014, Kolkata, West Bengal - 700014 ","['033-22651531', '033-22166283']",ICSE
Calcutta Girls' High School,West bengal,"Calcutta Girls' High School,118 Princep Street Kolkata Na-700 072, Kolkata, West Bengal ","['033-22151540', '033-22152728']",ICSE
Calcutta Public School,West bengal,"Calcutta Public School,P. O. Aswini Nagar Baguiati Kolkata Na-700 159, Kolkata, West Bengal ","['033-25717391', '033-25911472']",ICSE
